customer_id,signup_date,customer_name,email,region,tier,customer_segment,acquisition_channel,churn_status,churn_date
CUST-003940,2023-04-19,Customer 3940,client_3940@example.com,Tier 2 - North,Tier 2,VIP Enterprise,Paid Social,False,
CUST-003941,2023-04-04,Customer 3941,client_3941@example.com,Tier 1 - West,Tier 1,SMB,Email Marketing,False,
CUST-003942,2023-10-20,Customer 3942,client_3942@example.com,Tier 2 - Central,Tier 2,SMB,Organic Search,False,
CUST-003943,2024-07-23,Customer 3943,client_3943@example.com,Tier 1 - South,Tier 1,VIP Enterprise,Paid Social,False,
CUST-003944,2023-05-10,Customer 3944,client_3944@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-003945,2024-06-22,Customer 3945,client_3945@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-003946,2024-03-24,Customer 3946,client_3946@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,False,
CUST-003947,2024-08-08,Customer 3947,client_3947@example.com,Tier 1 - West,Tier 1,SMB,Paid Search,False,
CUST-003948,2024-03-23,Customer 3948,client_3948@example.com,Tier 1 - South,Tier 1,SMB,Paid Social,True,2024-08-03
CUST-003949,2023-07-26,Customer 3949,client_3949@example.com,Tier 1 - South,Tier 1,Consumer,Affiliate,False,
CUST-003950,2023-11-30,Customer 3950,client_3950@example.com,East,Tier 1,Consumer,Organic Search,False,
CUST-003951,2024-04-04,Customer 3951,client_3951@example.com,East,Tier 1,Consumer,Paid Social,True,2024-06-23
CUST-003952,2024-06-24,Customer 3952,client_3952@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-003953,2023-01-10,Customer 3953,client_3953@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-003954,2023-06-01,Customer 3954,client_3954@example.com,Tier 2 - Central,Tier 2,Consumer,Affiliate,False,
CUST-003955,2023-08-12,Customer 3955,client_3955@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,True,2023-12-20
CUST-003956,2023-10-26,Customer 3956,client_3956@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,False,
CUST-003957,2023-01-05,Customer 3957,client_3957@example.com,Tier 1 - West,Tier 1,SMB,Paid Social,False,
CUST-003958,2023-04-03,Customer 3958,client_3958@example.com,Tier 1 - West,Tier 1,SMB,Paid Search,False,
CUST-003959,2023-04-05,Customer 3959,client_3959@example.com,Tier 1 - South,Tier 1,Consumer,Affiliate,False,
CUST-003960,2023-05-23,Customer 3960,client_3960@example.com,Tier 2 - North,Tier 2,Consumer,Affiliate,False,
CUST-003961,2024-06-28,Customer 3961,client_3961@example.com,East,Tier 1,Consumer,Paid Social,False,
CUST-003962,2023-02-15,Customer 3962,client_3962@example.com,Tier 1 - South,Tier 1,SMB,Organic Search,False,
CUST-003963,2023-03-26,Customer 3963,client_3963@example.com,East,Tier 1,Consumer,Organic Search,False,
CUST-003964,2023-09-22,Customer 3964,client_3964@example.com,Tier 1 - South,Tier 1,VIP Enterprise,Affiliate,True,2023-11-23
CUST-003965,2024-06-11,Customer 3965,client_3965@example.com,Tier 1 - South,Tier 1,Consumer,Affiliate,False,
CUST-003966,2023-09-08,Customer 3966,client_3966@example.com,East,Tier 1,Consumer,Affiliate,False,
CUST-003967,2023-11-22,Customer 3967,client_3967@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-003968,2023-12-04,Customer 3968,client_3968@example.com,Tier 2 - North,Tier 2,VIP Enterprise,Organic Search,False,
CUST-003969,2023-01-19,Customer 3969,client_3969@example.com,Tier 1 - West,Tier 1,SMB,Paid Search,False,
CUST-003970,2024-01-07,Customer 3970,client_3970@example.com,Tier 1 - West,Tier 1,Consumer,Organic Search,False,
CUST-003971,2024-04-02,Customer 3971,client_3971@example.com,Tier 1 - South,Tier 1,Consumer,Organic Search,False,
CUST-003972,2024-08-18,Customer 3972,client_3972@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-003973,2023-02-24,Customer 3973,client_3973@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-003974,2023-01-17,Customer 3974,client_3974@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-003975,2024-06-03,Customer 3975,client_3975@example.com,Tier 1 - West,Tier 1,Consumer,Organic Search,False,
CUST-003976,2023-10-23,Customer 3976,client_3976@example.com,East,Tier 1,SMB,Paid Search,False,
CUST-003977,2024-06-27,Customer 3977,client_3977@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-003978,2023-05-20,Customer 3978,client_3978@example.com,Tier 1 - South,Tier 1,Consumer,Email Marketing,False,
CUST-003979,2024-02-26,Customer 3979,client_3979@example.com,Tier 1 - South,Tier 1,Consumer,Email Marketing,False,
CUST-003980,2023-01-18,Customer 3980,client_3980@example.com,Tier 1 - West,Tier 1,Consumer,Email Marketing,False,
CUST-003981,2024-07-27,Customer 3981,client_3981@example.com,East,Tier 1,Consumer,Paid Social,False,
CUST-003982,2024-03-04,Customer 3982,client_3982@example.com,East,Tier 1,SMB,Email Marketing,False,
CUST-003983,2023-12-21,Customer 3983,client_3983@example.com,Tier 2 - North,Tier 2,SMB,Organic Search,False,
CUST-003984,2023-02-02,Customer 3984,client_3984@example.com,Tier 1 - West,Tier 1,Consumer,Organic Search,False,
CUST-003985,2024-02-23,Customer 3985,client_3985@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-003986,2024-04-14,Customer 3986,client_3986@example.com,Tier 1 - West,Tier 1,SMB,Email Marketing,False,
CUST-003987,2023-07-25,Customer 3987,client_3987@example.com,East,Tier 1,SMB,Email Marketing,False,
CUST-003988,2024-03-13,Customer 3988,client_3988@example.com,Tier 1 - West,Tier 1,Consumer,Email Marketing,False,
CUST-003989,2024-06-29,Customer 3989,client_3989@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,True,2024-11-30
CUST-003990,2023-08-18,Customer 3990,client_3990@example.com,East,Tier 1,SMB,Email Marketing,False,
CUST-003991,2023-09-22,Customer 3991,client_3991@example.com,Tier 1 - South,Tier 1,VIP Enterprise,Organic Search,False,
CUST-003992,2023-07-01,Customer 3992,client_3992@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-003993,2023-11-04,Customer 3993,client_3993@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-003994,2023-08-31,Customer 3994,client_3994@example.com,Tier 1 - West,Tier 1,SMB,Paid Social,False,
CUST-003995,2023-07-29,Customer 3995,client_3995@example.com,East,Tier 1,SMB,Organic Search,False,
CUST-003996,2023-12-25,Customer 3996,client_3996@example.com,Tier 2 - North,Tier 2,Consumer,Organic Search,False,
CUST-003997,2023-06-23,Customer 3997,client_3997@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-003998,2024-04-14,Customer 3998,client_3998@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,False,
CUST-003999,2024-02-06,Customer 3999,client_3999@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-004000,2024-02-14,Customer 4000,client_4000@example.com,East,Tier 1,Consumer,Paid Search,False,
CUST-004001,2024-03-28,Customer 4001,client_4001@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,False,
CUST-004002,2023-10-04,Customer 4002,client_4002@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-004003,2023-06-13,Customer 4003,client_4003@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,False,
CUST-004004,2023-04-22,Customer 4004,client_4004@example.com,Tier 2 - Central,Tier 2,Consumer,Email Marketing,False,
CUST-004005,2023-05-30,Customer 4005,client_4005@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004006,2023-02-24,Customer 4006,client_4006@example.com,Tier 1 - South,Tier 1,SMB,Organic Search,False,
CUST-004007,2023-06-06,Customer 4007,client_4007@example.com,East,Tier 1,Consumer,Paid Social,False,
CUST-004008,2023-09-16,Customer 4008,client_4008@example.com,Tier 2 - North,Tier 2,Consumer,Organic Search,False,
CUST-004009,2023-06-26,Customer 4009,client_4009@example.com,Tier 1 - West,Tier 1,Consumer,Affiliate,False,
CUST-004010,2023-04-01,Customer 4010,client_4010@example.com,Tier 2 - Central,Tier 2,SMB,Organic Search,False,
CUST-004011,2023-07-20,Customer 4011,client_4011@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,True,2023-10-06
CUST-004012,2024-03-15,Customer 4012,client_4012@example.com,Tier 1 - West,Tier 1,Consumer,Affiliate,False,
CUST-004013,2024-05-27,Customer 4013,client_4013@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-004014,2024-06-13,Customer 4014,client_4014@example.com,Tier 1 - South,Tier 1,Consumer,Email Marketing,False,
CUST-004015,2024-02-19,Customer 4015,client_4015@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004016,2023-04-14,Customer 4016,client_4016@example.com,East,Tier 1,Consumer,Affiliate,False,
CUST-004017,2023-11-15,Customer 4017,client_4017@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-004018,2023-09-11,Customer 4018,client_4018@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-004019,2024-06-24,Customer 4019,client_4019@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004020,2024-06-01,Customer 4020,client_4020@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004021,2023-07-26,Customer 4021,client_4021@example.com,Tier 1 - West,Tier 1,SMB,Paid Social,False,
CUST-004022,2023-02-20,Customer 4022,client_4022@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004023,2023-11-01,Customer 4023,client_4023@example.com,East,Tier 1,Consumer,Paid Search,False,
CUST-004024,2024-05-23,Customer 4024,client_4024@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,False,
CUST-004025,2024-02-29,Customer 4025,client_4025@example.com,Tier 1 - West,Tier 1,SMB,Paid Social,False,
CUST-004026,2023-06-09,Customer 4026,client_4026@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,False,
CUST-004027,2023-02-22,Customer 4027,client_4027@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-004028,2024-04-22,Customer 4028,client_4028@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-004029,2023-05-04,Customer 4029,client_4029@example.com,Tier 1 - West,Tier 1,Consumer,Organic Search,False,
CUST-004030,2023-06-19,Customer 4030,client_4030@example.com,Tier 2 - North,Tier 2,Consumer,Paid Social,True,2023-12-14
CUST-004031,2024-03-30,Customer 4031,client_4031@example.com,Tier 2 - North,Tier 2,SMB,Paid Social,True,2024-06-15
CUST-004032,2023-02-27,Customer 4032,client_4032@example.com,Tier 2 - Central,Tier 2,VIP Enterprise,Paid Search,False,
CUST-004033,2023-01-29,Customer 4033,client_4033@example.com,Tier 2 - North,Tier 2,SMB,Organic Search,False,
CUST-004034,2023-06-08,Customer 4034,client_4034@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-004035,2024-01-29,Customer 4035,client_4035@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004036,2023-12-13,Customer 4036,client_4036@example.com,Tier 2 - Central,Tier 2,Consumer,Affiliate,True,2024-06-02
CUST-004037,2023-01-08,Customer 4037,client_4037@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-004038,2024-07-16,Customer 4038,client_4038@example.com,Tier 1 - South,Tier 1,SMB,Paid Social,False,
CUST-004039,2023-01-16,Customer 4039,client_4039@example.com,Tier 1 - West,Tier 1,SMB,Paid Search,False,
CUST-004040,2023-05-19,Customer 4040,client_4040@example.com,Tier 1 - West,Tier 1,Consumer,Email Marketing,False,
CUST-004041,2023-05-05,Customer 4041,client_4041@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,True,2023-08-22
CUST-004042,2024-07-18,Customer 4042,client_4042@example.com,Tier 1 - South,Tier 1,Consumer,Organic Search,False,
CUST-004043,2024-02-03,Customer 4043,client_4043@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-004044,2023-05-02,Customer 4044,client_4044@example.com,Tier 1 - West,Tier 1,SMB,Organic Search,False,
CUST-004045,2023-05-26,Customer 4045,client_4045@example.com,Tier 1 - West,Tier 1,SMB,Affiliate,True,2023-08-08
CUST-004046,2023-05-29,Customer 4046,client_4046@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,True,2023-11-23
CUST-004047,2023-02-17,Customer 4047,client_4047@example.com,East,Tier 1,Consumer,Paid Social,False,
CUST-004048,2023-06-10,Customer 4048,client_4048@example.com,Tier 1 - South,Tier 1,SMB,Paid Search,False,
CUST-004049,2024-07-05,Customer 4049,client_4049@example.com,Tier 2 - Central,Tier 2,Consumer,Affiliate,False,
CUST-004050,2024-05-30,Customer 4050,client_4050@example.com,Tier 1 - West,Tier 1,SMB,Paid Social,True,2024-09-05
CUST-004051,2023-03-18,Customer 4051,client_4051@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-004052,2024-01-13,Customer 4052,client_4052@example.com,East,Tier 1,SMB,Paid Social,False,
CUST-004053,2024-07-17,Customer 4053,client_4053@example.com,East,Tier 1,Consumer,Affiliate,False,
CUST-004054,2023-08-25,Customer 4054,client_4054@example.com,Tier 2 - North,Tier 2,SMB,Paid Search,False,
CUST-004055,2024-07-17,Customer 4055,client_4055@example.com,Tier 1 - West,Tier 1,SMB,Affiliate,True,2024-09-17
CUST-004056,2023-10-10,Customer 4056,client_4056@example.com,East,Tier 1,SMB,Paid Search,False,
CUST-004057,2024-06-01,Customer 4057,client_4057@example.com,Tier 2 - Central,Tier 2,Consumer,Email Marketing,False,
CUST-004058,2023-11-24,Customer 4058,client_4058@example.com,Tier 2 - North,Tier 2,Consumer,Paid Social,False,
CUST-004059,2023-04-24,Customer 4059,client_4059@example.com,Tier 1 - West,Tier 1,SMB,Email Marketing,False,
CUST-004060,2023-12-04,Customer 4060,client_4060@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,False,
CUST-004061,2024-05-24,Customer 4061,client_4061@example.com,Tier 2 - North,Tier 2,Consumer,Organic Search,False,
CUST-004062,2023-02-16,Customer 4062,client_4062@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-004063,2024-01-28,Customer 4063,client_4063@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-004064,2024-01-14,Customer 4064,client_4064@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-004065,2024-01-02,Customer 4065,client_4065@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004066,2024-05-27,Customer 4066,client_4066@example.com,Tier 1 - South,Tier 1,SMB,Paid Social,False,
CUST-004067,2024-05-07,Customer 4067,client_4067@example.com,Tier 2 - North,Tier 2,Consumer,Paid Social,False,
CUST-004068,2023-03-04,Customer 4068,client_4068@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004069,2023-01-17,Customer 4069,client_4069@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-004070,2023-11-05,Customer 4070,client_4070@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,False,
CUST-004071,2023-02-21,Customer 4071,client_4071@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-004072,2024-06-24,Customer 4072,client_4072@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-004073,2023-11-04,Customer 4073,client_4073@example.com,East,Tier 1,Consumer,Paid Search,False,
CUST-004074,2024-04-01,Customer 4074,client_4074@example.com,Tier 2 - North,Tier 2,Consumer,Organic Search,False,
CUST-004075,2023-03-11,Customer 4075,client_4075@example.com,Tier 2 - Central,Tier 2,VIP Enterprise,Paid Search,False,
CUST-004076,2024-07-15,Customer 4076,client_4076@example.com,East,Tier 1,Consumer,Paid Search,False,
CUST-004077,2023-05-09,Customer 4077,client_4077@example.com,Tier 1 - West,Tier 1,SMB,Affiliate,False,
CUST-004078,2023-02-23,Customer 4078,client_4078@example.com,Tier 1 - South,Tier 1,Consumer,Organic Search,False,
CUST-004079,2024-06-19,Customer 4079,client_4079@example.com,East,Tier 1,Consumer,Paid Search,False,
CUST-004080,2023-12-09,Customer 4080,client_4080@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-004081,2023-01-27,Customer 4081,client_4081@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,False,
CUST-004082,2023-07-24,Customer 4082,client_4082@example.com,Tier 2 - North,Tier 2,VIP Enterprise,Organic Search,False,
CUST-004083,2024-04-05,Customer 4083,client_4083@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004084,2023-11-26,Customer 4084,client_4084@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-004085,2024-04-19,Customer 4085,client_4085@example.com,Tier 2 - North,Tier 2,Consumer,Organic Search,False,
CUST-004086,2023-03-20,Customer 4086,client_4086@example.com,Tier 2 - North,Tier 2,Consumer,Affiliate,False,
CUST-004087,2023-09-23,Customer 4087,client_4087@example.com,Tier 1 - West,Tier 1,Consumer,Organic Search,False,
CUST-004088,2023-05-14,Customer 4088,client_4088@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004089,2023-05-31,Customer 4089,client_4089@example.com,Tier 2 - North,Tier 2,Consumer,Organic Search,False,
CUST-004090,2024-01-15,Customer 4090,client_4090@example.com,Tier 2 - North,Tier 2,Consumer,Email Marketing,False,
CUST-004091,2023-04-20,Customer 4091,client_4091@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-004092,2024-07-10,Customer 4092,client_4092@example.com,Tier 1 - South,Tier 1,SMB,Organic Search,False,
CUST-004093,2024-07-20,Customer 4093,client_4093@example.com,Tier 1 - West,Tier 1,VIP Enterprise,Affiliate,False,
CUST-004094,2024-08-15,Customer 4094,client_4094@example.com,Tier 1 - West,Tier 1,SMB,Paid Search,False,
CUST-004095,2023-07-04,Customer 4095,client_4095@example.com,Tier 2 - Central,Tier 2,VIP Enterprise,Affiliate,False,
CUST-004096,2023-01-15,Customer 4096,client_4096@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-004097,2023-10-03,Customer 4097,client_4097@example.com,Tier 2 - North,Tier 2,Consumer,Affiliate,True,2024-01-25
CUST-004098,2024-04-06,Customer 4098,client_4098@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004099,2023-03-24,Customer 4099,client_4099@example.com,Tier 1 - South,Tier 1,SMB,Paid Search,False,
CUST-004100,2023-12-17,Customer 4100,client_4100@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,False,
CUST-004101,2023-07-09,Customer 4101,client_4101@example.com,Tier 1 - South,Tier 1,Consumer,Organic Search,False,
CUST-004102,2024-08-14,Customer 4102,client_4102@example.com,Tier 1 - West,Tier 1,SMB,Paid Search,False,
CUST-004103,2023-10-13,Customer 4103,client_4103@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,False,
CUST-004104,2024-07-06,Customer 4104,client_4104@example.com,Tier 1 - West,Tier 1,SMB,Paid Social,False,
CUST-004105,2023-11-29,Customer 4105,client_4105@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-004106,2024-07-17,Customer 4106,client_4106@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-004107,2023-05-11,Customer 4107,client_4107@example.com,Tier 1 - South,Tier 1,SMB,Paid Search,False,
CUST-004108,2023-03-31,Customer 4108,client_4108@example.com,Tier 1 - West,Tier 1,SMB,Paid Search,False,
CUST-004109,2023-02-18,Customer 4109,client_4109@example.com,Tier 1 - South,Tier 1,SMB,Paid Search,False,
CUST-004110,2024-03-16,Customer 4110,client_4110@example.com,Tier 2 - Central,Tier 2,Consumer,Affiliate,False,
CUST-004111,2024-04-09,Customer 4111,client_4111@example.com,Tier 2 - Central,Tier 2,Consumer,Email Marketing,False,
CUST-004112,2024-05-15,Customer 4112,client_4112@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004113,2023-01-01,Customer 4113,client_4113@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,False,
CUST-004114,2024-05-22,Customer 4114,client_4114@example.com,East,Tier 1,SMB,Paid Search,False,
CUST-004115,2023-02-15,Customer 4115,client_4115@example.com,Tier 2 - North,Tier 2,VIP Enterprise,Paid Social,False,
CUST-004116,2023-06-25,Customer 4116,client_4116@example.com,Tier 2 - North,Tier 2,SMB,Email Marketing,False,
CUST-004117,2023-11-03,Customer 4117,client_4117@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-004118,2024-08-09,Customer 4118,client_4118@example.com,East,Tier 1,Consumer,Paid Search,False,
CUST-004119,2023-07-17,Customer 4119,client_4119@example.com,Tier 1 - West,Tier 1,VIP Enterprise,Paid Search,False,
CUST-004120,2023-03-10,Customer 4120,client_4120@example.com,Tier 1 - West,Tier 1,SMB,Affiliate,False,
CUST-004121,2023-12-19,Customer 4121,client_4121@example.com,Tier 2 - Central,Tier 2,SMB,Paid Search,True,2024-05-06
CUST-004122,2023-12-12,Customer 4122,client_4122@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004123,2024-02-19,Customer 4123,client_4123@example.com,Tier 2 - North,Tier 2,SMB,Organic Search,False,
CUST-004124,2023-08-02,Customer 4124,client_4124@example.com,Tier 2 - North,Tier 2,Consumer,Affiliate,False,
CUST-004125,2023-10-29,Customer 4125,client_4125@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-004126,2023-01-08,Customer 4126,client_4126@example.com,Tier 2 - Central,Tier 2,SMB,Paid Social,True,2023-05-20
CUST-004127,2023-08-25,Customer 4127,client_4127@example.com,Tier 1 - West,Tier 1,SMB,Paid Social,False,
CUST-004128,2023-04-03,Customer 4128,client_4128@example.com,Tier 1 - West,Tier 1,Consumer,Organic Search,False,
CUST-004129,2024-02-07,Customer 4129,client_4129@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004130,2023-02-27,Customer 4130,client_4130@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004131,2024-05-07,Customer 4131,client_4131@example.com,Tier 1 - South,Tier 1,Consumer,Paid Search,False,
CUST-004132,2023-01-16,Customer 4132,client_4132@example.com,Tier 1 - South,Tier 1,SMB,Paid Social,False,
CUST-004133,2024-08-02,Customer 4133,client_4133@example.com,Tier 1 - West,Tier 1,Consumer,Affiliate,False,
CUST-004134,2024-08-23,Customer 4134,client_4134@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004135,2024-05-08,Customer 4135,client_4135@example.com,Tier 1 - South,Tier 1,Consumer,Organic Search,False,
CUST-004136,2023-10-08,Customer 4136,client_4136@example.com,Tier 2 - North,Tier 2,SMB,Paid Social,False,
CUST-004137,2024-02-13,Customer 4137,client_4137@example.com,Tier 1 - South,Tier 1,SMB,Paid Social,False,
CUST-004138,2024-03-11,Customer 4138,client_4138@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004139,2023-06-12,Customer 4139,client_4139@example.com,Tier 2 - North,Tier 2,SMB,Organic Search,False,
CUST-004140,2023-05-21,Customer 4140,client_4140@example.com,Tier 1 - South,Tier 1,SMB,Paid Search,False,
CUST-004141,2023-08-24,Customer 4141,client_4141@example.com,Tier 2 - Central,Tier 2,Consumer,Organic Search,False,
CUST-004142,2023-05-23,Customer 4142,client_4142@example.com,Tier 1 - West,Tier 1,Consumer,Paid Social,False,
CUST-004143,2023-02-20,Customer 4143,client_4143@example.com,Tier 2 - North,Tier 2,SMB,Organic Search,False,
CUST-004144,2023-05-24,Customer 4144,client_4144@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-004145,2023-09-15,Customer 4145,client_4145@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,False,
CUST-004146,2023-09-18,Customer 4146,client_4146@example.com,Tier 2 - North,Tier 2,SMB,Paid Social,False,
CUST-004147,2023-04-23,Customer 4147,client_4147@example.com,Tier 2 - North,Tier 2,VIP Enterprise,Organic Search,False,
CUST-004148,2024-07-09,Customer 4148,client_4148@example.com,Tier 2 - North,Tier 2,Consumer,Affiliate,True,2024-11-09
CUST-004149,2023-07-23,Customer 4149,client_4149@example.com,East,Tier 1,SMB,Paid Social,False,
CUST-004150,2024-07-25,Customer 4150,client_4150@example.com,Tier 1 - South,Tier 1,SMB,Email Marketing,False,
CUST-004151,2023-06-19,Customer 4151,client_4151@example.com,Tier 1 - South,Tier 1,Consumer,Email Marketing,False,
CUST-004152,2023-10-09,Customer 4152,client_4152@example.com,Tier 1 - West,Tier 1,Consumer,Affiliate,False,
CUST-004153,2024-01-03,Customer 4153,client_4153@example.com,Tier 2 - Central,Tier 2,SMB,Paid Social,False,
CUST-004154,2023-11-25,Customer 4154,client_4154@example.com,Tier 2 - North,Tier 2,Consumer,Organic Search,False,
CUST-004155,2023-06-26,Customer 4155,client_4155@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004156,2024-08-21,Customer 4156,client_4156@example.com,Tier 2 - Central,Tier 2,VIP Enterprise,Affiliate,False,
CUST-004157,2023-11-23,Customer 4157,client_4157@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Social,True,2024-04-05
CUST-004158,2023-06-26,Customer 4158,client_4158@example.com,Tier 1 - West,Tier 1,SMB,Paid Social,False,
CUST-004159,2023-12-28,Customer 4159,client_4159@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,False,
CUST-004160,2023-11-04,Customer 4160,client_4160@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-004161,2023-07-04,Customer 4161,client_4161@example.com,Tier 2 - North,Tier 2,SMB,Paid Search,True,2023-09-23
CUST-004162,2023-10-08,Customer 4162,client_4162@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004163,2023-01-14,Customer 4163,client_4163@example.com,Tier 2 - North,Tier 2,Consumer,Affiliate,False,
CUST-004164,2024-03-30,Customer 4164,client_4164@example.com,Tier 1 - West,Tier 1,Consumer,Email Marketing,False,
CUST-004165,2023-12-17,Customer 4165,client_4165@example.com,Tier 2 - Central,Tier 2,Consumer,Paid Search,True,2024-04-29
CUST-004166,2023-03-10,Customer 4166,client_4166@example.com,Tier 2 - North,Tier 2,Consumer,Paid Social,False,
CUST-004167,2023-03-18,Customer 4167,client_4167@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004168,2023-07-25,Customer 4168,client_4168@example.com,Tier 2 - North,Tier 2,Consumer,Affiliate,False,
CUST-004169,2023-04-06,Customer 4169,client_4169@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004170,2023-02-17,Customer 4170,client_4170@example.com,Tier 1 - South,Tier 1,Consumer,Organic Search,True,2023-06-24
CUST-004171,2023-02-08,Customer 4171,client_4171@example.com,Tier 1 - South,Tier 1,Consumer,Paid Social,False,
CUST-004172,2024-03-04,Customer 4172,client_4172@example.com,Tier 2 - Central,Tier 2,SMB,Organic Search,True,2024-06-27
CUST-004173,2023-08-12,Customer 4173,client_4173@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,False,
CUST-004174,2023-11-30,Customer 4174,client_4174@example.com,Tier 1 - West,Tier 1,Consumer,Paid Search,False,
CUST-004175,2024-03-11,Customer 4175,client_4175@example.com,Tier 2 - North,Tier 2,Consumer,Paid Search,False,
